Time (d),U234,U235,U236,U237,U238,U239,Np236,Np237,Np238,Np239,Pu238,Pu239,Pu240,Pu241,Pu242,Pu243,Am241,Am242,Am243
0.0,0.0,56.3,0.0,0.0,7873.699999999999,0.0,0.0,0.0,0.0,0.0,0.0,1345.5,517.5,144.9,62.1,0.0,0.0,0.0,0.0
10.0,0.0,55.05237719787672,0.2099570080312634,0.04206946337780052,7797.516247401288,0.04114250026613536,1.2624315907599291e-08,0.025062558137408663,5.094747862591534e-05,5.6181802788739805,4.9580428503187695e-05,1328.021121488321,515.9363772196889,142.68493459544246,61.853437179832135,0.005467258450150993,0.1890882943564265,0.0012229272568832024,0.17667809304793172
20.0,0.0,53.83240205937238,0.4129907163994649,0.057120674516881145,7722.069627882514,0.04074441679598063,8.124009999272885e-08,0.076336516798044,0.00020391164875605794,5.860129699539432,0.00044438514243608067,1316.055632532788,514.3585271922815,140.52594140501776,61.60296966840164,0.005445118537348916,0.37163172602949074,0.004789999789037856,0.3545234495723475
30.0,0.0,52.63946195312017,0.6092790878015104,0.06248201783206828,7647.353009395601,0.040350185043039805,2.2643509069570772e-07,0.13616539800340474,0.0003999276696767818,5.819845200227834,0.0014116096970182557,1304.4605420475414,512.7590389541828,138.42139275358255,61.34880725482468,0.005422662106687102,0.5478299323501397,0.010553782147835283,0.5281264770952653
40.0,0.0,51.47295784016667,0.7989958706630022,0.06438224053329845,7573.3593289957535,0.039959767771539596,4.530020374406637e-07,0.19820987035259283,0.0006087970581747797,5.765407747163147,0.0030252468452084016,1292.9671066891979,511.1380727886465,136.36969937852254,61.09115255283137,0.0053998994196009665,0.7178765526581503,0.018373448457672505,0.6975663032485442
50.0,0.0,50.33230413689094,0.9823106445747768,0.06501368200858011,7500.0815930251765,0.039573128080352085,7.60067910783231e-07,0.2602462669028143,0.0008195830201139141,5.7094008826689375,0.0052951575480977555,1281.5624271926263,509.4961786338116,134.36931836377514,60.83020112690564,0.005376845183676666,0.8819593309817987,0.02811460111604278,0.8629206742145042
60.0,0.0,49.21692175526188,1.159390858302158,0.06523324398546787,7427.51280145998,0.03919022903483827,1.1449177162466979e-06,0.32141284145656085,0.001028029206579685,5.654131063356455,0.008209754858339895,1270.243883983191,507.8339205573373,132.41873416027374,60.56614405949755,0.005353515849904594,1.0402625043868092,0.03964732613587577,1.0242668458374355
70.0,0.0,48.1261581817571,1.3304247991359057,0.06527997355180719,7355.644934391979,0.03881102831907691,1.6034960301537996e-06,0.3814800440086217,0.0012329832646554677,5.599481798821495,0.01174413576968347,1259.0112207351383,506.151945260493,130.5162549162088,60.29919307963668,0.005329930281586187,1.192991476570898,0.05282981831501186,1.1816924542032836
80.0,0.0,47.0595518862682,1.495545444486995,0.0652332884008576,7284.472251754517,0.038435495646411875,2.132829337872165e-06,0.44037729957713256,0.0014340812767854648,5.545305036098132,0.015879216883760698,1247.864309741888,504.45071371925593,128.66069190931563,60.029496148121645,0.005306101578140562,1.340290436697101,0.06756405137173462,1.3352597817048582
90.0,0.0,46.01647363729368,1.6549337791356664,0.06515007430923228,7213.986822744392,0.03806358917107298,2.728826823626038e-06,0.49806135146205943,0.0016310882089950105,5.491641752258988,0.020588134869137194,1236.8027148045378,502.730859312474,126.85043660111084,59.75725223971673,0.005282047334613743,1.4823543009864628,0.08371981780074463,1.4850541989572765
100.0,0.0,44.99663454950667,1.8086727002628429,0.0650360422353676,7144.1849405839275,0.03769528933476792,3.3896042653801105e-06,0.554533495318382,0.0018239998168199034,5.438496259526514,0.0258582233719652,1225.826238343358,500.9926761024574,125.08475794439207,59.48255101216274,0.005257775485334556,1.6192715364010863,0.10123943388702662,1.631115184107183
110.0,0.0,43.99935292216827,1.9569577511077816,0.06491236325243369,7075.0578328737965,0.03733054985116266,4.110735502601874e-06,0.6097890693254198,0.002012767813358806,5.385870088672198,0.0316597250286766,1214.9344182108614,499.2368591755427,123.36193347225044,59.20560343108594,0.005233304695636736,1.751250548313673,0.11998749047717108,1.7735360013362929
