U234	U235	U236	U237	U238	U239	Np236	Np237	Np238	Np239	Pu238	Pu239	Pu240	Pu241	Pu242	Pu243	Am241	Am242	Am243
1.1788E+00	2.5111E+00	1.4130E+00	1.2820E+00	1.2204E+00	1.7801E+00	3.2080E+00	2.0599E+00	3.1379E+00	2.0600E+00	2.0582E+00	2.7032E+00	1.4597E+00	3.2565E+00	1.2909E+00	1.1155E+00	1.8978E+00	2.8977E+00	2.1626E+00
1.1498E+00	2.5031E+00	1.3866E+00	1.2502E+00	1.1876E+00	1.7462E+00	3.2262E+00	2.0450E+00	3.1522E+00	2.0491E+00	2.0194E+00	2.7045E+00	1.4394E+00	3.2217E+00	1.2648E+00	1.0747E+00	1.8869E+00	2.9050E+00	2.1565E+00
1.1218E+00	2.4772E+00	1.3610E+00	1.2168E+00	1.1493E+00	1.7002E+00	3.2314E+00	2.0306E+00	3.1539E+00	2.0304E+00	1.9892E+00	2.6543E+00	1.4177E+00	3.1765E+00	1.2354E+00	1.0395E+00	1.8898E+00	2.9126E+00	2.1514E+00
1.0934E+00	2.4592E+00	1.3348E+00	1.1861E+00	1.1110E+00	1.6657E+00	3.2054E+00	2.0168E+00	3.1197E+00	1.9909E+00	1.9760E+00	2.6336E+00	1.3849E+00	3.1055E+00	1.1970E+00	1.0142E+00	1.8895E+00	2.9225E+00	2.1438E+00
1.0664E+00	2.4418E+00	1.3070E+00	1.1571E+00	1.0749E+00	1.6479E+00	3.1786E+00	2.0009E+00	3.0901E+00	1.9520E+00	1.9644E+00	2.6386E+00	1.3700E+00	3.0434E+00	1.1601E+00	9.9052E-01	1.8887E+00	2.9324E+00	2.1317E+00
1.0389E+00	2.4163E+00	1.2776E+00	1.1294E+00	1.0492E+00	1.6268E+00	3.1552E+00	1.9805E+00	3.0684E+00	1.9155E+00	1.9334E+00	2.6306E+00	1.3435E+00	3.0216E+00	1.1255E+00	9.6800E-01	1.8874E+00	2.9425E+00	2.1246E+00
1.0135E+00	2.4050E+00	1.2467E+00	1.1026E+00	1.0171E+00	1.6058E+00	3.1469E+00	1.9660E+00	3.0531E+00	1.8840E+00	1.8902E+00	2.6154E+00	1.3118E+00	3.0151E+00	1.0943E+00	9.4677E-01	1.8861E+00	2.9558E+00	2.1207E+00
9.8953E-01	2.3831E+00	1.2143E+00	1.0786E+00	9.8126E-01	1.5774E+00	3.1412E+00	1.9467E+00	3.0449E+00	1.8553E+00	1.8498E+00	2.5941E+00	1.2911E+00	3.0104E+00	1.0652E+00	9.2781E-01	1.8867E+00	2.9669E+00	2.1167E+00
9.6647E-01	2.3672E+00	1.1798E+00	1.0566E+00	9.4834E-01	1.5504E+00	3.1359E+00	1.9356E+00	3.0389E+00	1.8298E+00	1.8216E+00	2.5743E+00	1.2651E+00	3.0028E+00	1.0376E+00	9.0999E-01	1.8905E+00	2.9796E+00	2.1032E+00
9.4316E-01	2.3563E+00	1.1440E+00	1.0364E+00	9.1697E-01	1.5389E+00	3.1334E+00	1.9292E+00	3.0351E+00	1.8058E+00	1.7962E+00	2.5561E+00	1.2516E+00	2.9923E+00	1.0105E+00	8.9303E-01	1.8957E+00	2.9949E+00	2.0761E+00
9.1917E-01	2.3392E+00	1.1085E+00	1.0201E+00	8.7743E-01	1.5314E+00	3.1413E+00	1.9182E+00	3.0405E+00	1.7784E+00	1.7563E+00	2.5388E+00	1.2192E+00	2.9821E+00	9.8483E-01	8.7691E-01	1.9005E+00	3.0112E+00	2.0516E+00
8.9629E-01	2.3280E+00	1.0734E+00	1.0049E+00	8.3886E-01	1.5279E+00	3.1556E+00	1.9080E+00	3.0502E+00	1.7546E+00	1.6970E+00	2.5223E+00	1.1830E+00	2.9724E+00	9.5871E-01	8.6155E-01	1.9050E+00	3.0221E+00	2.0327E+00
8.7341E-01	2.3222E+00	1.0395E+00	9.9040E-01	8.0280E-01	1.5245E+00	3.1723E+00	1.8986E+00	3.0634E+00	1.7242E+00	1.6434E+00	2.5086E+00	1.1367E+00	2.9641E+00	9.3306E-01	8.4696E-01	1.9095E+00	3.0314E+00	2.0187E+00
8.4567E-01	2.3229E+00	1.0079E+00	9.7661E-01	7.7156E-01	1.5203E+00	3.1982E+00	1.8725E+00	3.0834E+00	1.7010E+00	1.6215E+00	2.5055E+00	1.1178E+00	2.9615E+00	9.0925E-01	8.3308E-01	1.9140E+00	3.0463E+00	2.0090E+00
7.9572E-01	2.3255E+00	9.5590E-01	9.5435E-01	7.2140E-01	1.5132E+00	3.2455E+00	1.8341E+00	3.1242E+00	1.6880E+00	1.6341E+00	2.5017E+00	1.0702E+00	2.9580E+00	8.7153E-01	8.1098E-01	1.9218E+00	3.0716E+00	2.0159E+00
7.3518E-01	2.3038E+00	8.8359E-01	9.3138E-01	6.4823E-01	1.5116E+00	3.2694E+00	1.8266E+00	3.1420E+00	1.6254E+00	1.5937E+00	2.4481E+00	1.0226E+00	2.9420E+00	7.9721E-01	8.0306E-01	1.9441E+00	3.1061E+00	2.0033E+00
6.9802E-01	2.3022E+00	8.2911E-01	9.2213E-01	5.9535E-01	1.5163E+00	3.2690E+00	1.8302E+00	3.1434E+00	1.5748E+00	1.5348E+00	2.3994E+00	1.0054E+00	2.9403E+00	7.4230E-01	8.0605E-01	1.9696E+00	3.1340E+00	1.9713E+00
6.8151E-01	2.3240E+00	8.0151E-01	9.1788E-01	5.7446E-01	1.5186E+00	3.2689E+00	1.8337E+00	3.1503E+00	1.5565E+00	1.5075E+00	2.4001E+00	9.9054E-01	2.9414E+00	7.1816E-01	8.0750E-01	1.9816E+00	3.1489E+00	1.9914E+00
6.5300E-01	2.3871E+00	7.5630E-01	9.1302E-01	5.3661E-01	1.5208E+00	3.2732E+00	1.8331E+00	3.1626E+00	1.5389E+00	1.4451E+00	2.4046E+00	9.3269E-01	2.9428E+00	6.8315E-01	8.1223E-01	2.0038E+00	3.1637E+00	2.0364E+00
6.2045E-01	2.4144E+00	7.0285E-01	9.0859E-01	5.0285E-01	1.5245E+00	3.2891E+00	1.8187E+00	3.1767E+00	1.5457E+00	1.3822E+00	2.3980E+00	8.9850E-01	2.9433E+00	6.4236E-01	8.1910E-01	2.0311E+00	3.1908E+00	2.0917E+00
5.7551E-01	2.4341E+00	6.3022E-01	9.0722E-01	4.5100E-01	1.5464E+00	3.2952E+00	1.8231E+00	3.1879E+00	1.5656E+00	1.3904E+00	2.3803E+00	8.2801E-01	2.9350E+00	5.7008E-01	8.4111E-01	2.0760E+00	3.2394E+00	2.1674E+00
5.3443E-01	2.4520E+00	5.6118E-01	9.1255E-01	4.1690E-01	1.5907E+00	3.3138E+00	1.8677E+00	3.2116E+00	1.5961E+00	1.4040E+00	2.3677E+00	7.4493E-01	2.9161E+00	5.0822E-01	8.8336E-01	2.1256E+00	3.2931E+00	2.2525E+00
5.0655E-01	2.4947E+00	5.1115E-01	9.2371E-01	3.9124E-01	1.7135E+00	3.3414E+00	1.9103E+00	3.2347E+00	1.6226E+00	1.3916E+00	2.3664E+00	7.1823E-01	2.9301E+00	4.9661E-01	9.2676E-01	2.1692E+00	3.3416E+00	2.3149E+00
4.8509E-01	2.5457E+00	4.8385E-01	9.4251E-01	3.6662E-01	1.8052E+00	3.3808E+00	1.9444E+00	3.2679E+00	1.6411E+00	1.3404E+00	2.3755E+00	7.3069E-01	2.9460E+00	5.2908E-01	9.9834E-01	2.2146E+00	3.4269E+00	2.3471E+00
5.1698E-01	2.4840E+00	5.2092E-01	9.7044E-01	3.9581E-01	1.9484E+00	3.4268E+00	1.9934E+00	3.3109E+00	1.6816E+00	1.4237E+00	2.4342E+00	7.8227E-01	2.9798E+00	5.5596E-01	1.0784E+00	2.2950E+00	3.5527E+00	2.4016E+00
5.5322E-01	2.6774E+00	5.5479E-01	9.9876E-01	4.1878E-01	2.1090E+00	3.4674E+00	2.0327E+00	3.3495E+00	1.7314E+00	1.4852E+00	2.5091E+00	8.1837E-01	3.1004E+00	5.8952E-01	1.1432E+00	2.3766E+00	3.6629E+00	2.4643E+00
5.8018E-01	2.8990E+00	5.8096E-01	1.0192E+00	4.3414E-01	2.2485E+00	3.5005E+00	2.1133E+00	3.3797E+00	1.7806E+00	1.4842E+00	2.5479E+00	8.1759E-01	3.1984E+00	6.1494E-01	1.1895E+00	2.4386E+00	3.7522E+00	2.5108E+00
6.0577E-01	2.9029E+00	6.0466E-01	1.0448E+00	4.4857E-01	2.3679E+00	3.5470E+00	2.1924E+00	3.4138E+00	1.8298E+00	1.4729E+00	2.5638E+00	8.3287E-01	3.2930E+00	6.3948E-01	1.2469E+00	2.5057E+00	3.8384E+00	2.5558E+00
6.1928E-01	2.7492E+00	6.1815E-01	1.0592E+00	4.5617E-01	2.4290E+00	3.5735E+00	2.2343E+00	3.4334E+00	1.8573E+00	1.4662E+00	2.6329E+00	8.5309E-01	3.3432E+00	6.5250E-01	1.2797E+00	2.5421E+00	3.8878E+00	2.5797E+00
6.3170E-01	2.7281E+00	6.3087E-01	1.0723E+00	4.6308E-01	2.4858E+00	3.5977E+00	2.2726E+00	3.4575E+00	1.8832E+00	1.4611E+00	2.6417E+00	8.7352E-01	3.3890E+00	6.6440E-01	1.3095E+00	2.5751E+00	3.9342E+00	2.6016E+00
6.4580E-01	2.8908E+00	6.4224E-01	1.0848E+00	4.6894E-01	2.5340E+00	3.6202E+00	2.3089E+00	3.4787E+00	1.9067E+00	1.4793E+00	2.7030E+00	8.7033E-01	3.4324E+00	6.7609E-01	1.3347E+00	2.6031E+00	3.9789E+00	2.6237E+00
6.5696E-01	2.9074E+00	6.4991E-01	1.0936E+00	4.7395E-01	2.5650E+00	3.6358E+00	2.3346E+00	3.4923E+00	1.9228E+00	1.5041E+00	2.7147E+00	8.8799E-01	3.4631E+00	6.8455E-01	1.3509E+00	2.6211E+00	4.0108E+00	2.6400E+00
6.7831E-01	3.0495E+00	6.6476E-01	1.1105E+00	4.9053E-01	2.6243E+00	3.6660E+00	2.3837E+00	3.5207E+00	1.9541E+00	1.5561E+00	2.6703E+00	9.0404E-01	3.5219E+00	7.0074E-01	1.3820E+00	2.6556E+00	4.0728E+00	2.6712E+00
7.1839E-01	3.1097E+00	6.9592E-01	1.1436E+00	5.1595E-01	2.7641E+00	3.7303E+00	2.4774E+00	3.5797E+00	2.0195E+00	1.6625E+00	2.8043E+00	9.7267E-01	3.6328E+00	7.3118E-01	1.4455E+00	2.7237E+00	4.2025E+00	2.7303E+00
7.9675E-01	3.2944E+00	7.5541E-01	1.2470E+00	5.4961E-01	3.0665E+00	3.9068E+00	2.7046E+00	3.7372E+00	2.1501E+00	1.7642E+00	2.8982E+00	1.0231E+00	3.8704E+00	7.9214E-01	1.5543E+00	2.9475E+00	4.4762E+00	2.8588E+00
9.0606E-01	3.7240E+00	8.3711E-01	1.4254E+00	6.2725E-01	3.5246E+00	4.1735E+00	3.0173E+00	3.9740E+00	2.3406E+00	1.7857E+00	3.0652E+00	1.1412E+00	4.1769E+00	8.7967E-01	1.7451E+00	3.2263E+00	4.9073E+00	3.0675E+00
9.8729E-01	4.0490E+00	8.9547E-01	1.5679E+00	6.6003E-01	3.8783E+00	4.3727E+00	3.2413E+00	4.1503E+00	2.4847E+00	1.7503E+00	3.2476E+00	1.2573E+00	4.3913E+00	9.4629E-01	1.9088E+00	3.3895E+00	5.2611E+00	3.2475E+00
1.0438E+00	4.2012E+00	9.3816E-01	1.9589E+00	6.8569E-01	4.1686E+00	4.5292E+00	3.4165E+00	4.2898E+00	2.5957E+00	1.8391E+00	3.2531E+00	1.2198E+00	4.5545E+00	9.9262E-01	1.8505E+00	3.5339E+00	5.5361E+00	3.3807E+00
1.1398E+00	4.3666E+00	1.0073E+00	2.3479E+00	7.1050E-01	4.5511E+00	4.8461E+00	3.7733E+00	4.5784E+00	2.8047E+00	1.8970E+00	3.5699E+00	1.3456E+00	4.9505E+00	1.0749E+00	1.8739E+00	3.9483E+00	6.0301E+00	3.6404E+00
1.2669E+00	4.9152E+00	1.0995E+00	2.6431E+00	8.6372E-01	5.0561E+00	5.3053E+00	4.2982E+00	4.9998E+00	3.1095E+00	2.7389E+00	3.8202E+00	1.4571E+00	5.6635E+00	1.1915E+00	2.0830E+00	4.3866E+00	6.7454E+00	4.0349E+00
1.4169E+00	5.4596E+00	1.2028E+00	2.9960E+00	8.4333E-01	5.6174E+00	5.8527E+00	4.8786E+00	5.5074E+00	3.4803E+00	2.4497E+00	4.3428E+00	1.1171E+00	6.4634E+00	1.3300E+00	2.3640E+00	4.8712E+00	7.5820E+00	4.5201E+00
1.5628E+00	6.3384E+00	1.2978E+00	3.3153E+00	9.3497E-01	6.1144E+00	6.3660E+00	5.3991E+00	5.9882E+00	3.8415E+00	2.8886E+00	4.8867E+00	1.2605E+00	7.1246E+00	1.4580E+00	2.6425E+00	5.6469E+00	8.3486E+00	4.9682E+00
1.6691E+00	6.6263E+00	1.3651E+00	3.5251E+00	1.0547E+00	6.4656E+00	6.7134E+00	5.7587E+00	6.3140E+00	4.0891E+00	2.7129E+00	4.6328E+00	1.2587E+00	7.5713E+00	1.5492E+00	2.8427E+00	6.0940E+00	8.8761E+00	5.2823E+00
1.7840E+00	6.8903E+00	1.4244E+00	3.7126E+00	1.2996E+00	6.7372E+00	7.0040E+00	6.0760E+00	6.5865E+00	4.2980E+00	3.7055E+00	5.8558E+00	1.1774E+00	7.9315E+00	1.6324E+00	3.0184E+00	6.4095E+00	9.3256E+00	5.5621E+00
1.9088E+00	7.0338E+00	1.4890E+00	3.9109E+00	1.1974E+00	7.0578E+00	7.3154E+00	6.4088E+00	6.8797E+00	4.5259E+00	4.5219E+00	6.4295E+00	1.7928E+00	8.3025E+00	1.7220E+00	3.2063E+00	6.6943E+00	9.8008E+00	5.8570E+00
2.0105E+00	7.2868E+00	1.5420E+00	4.0731E+00	1.0920E+00	7.2932E+00	7.5694E+00	6.6795E+00	7.1202E+00	4.7156E+00	4.1484E+00	6.4340E+00	2.7192E+00	8.6042E+00	1.7967E+00	3.3581E+00	6.8911E+00	1.0178E+01	6.0978E+00
2.0738E+00	7.8073E+00	1.5781E+00	4.1742E+00	1.6790E+00	7.4406E+00	7.7417E+00	6.8484E+00	7.2832E+00	4.8450E+00	3.6961E+00	6.0074E+00	1.7369E+00	8.7926E+00	1.8433E+00	3.4632E+00	7.0134E+00	1.0434E+01	6.2481E+00
2.1586E+00	7.6781E+00	1.6375E+00	4.3601E+00	1.6181E+00	7.7144E+00	8.0098E+00	7.1493E+00	7.5371E+00	5.0447E+00	3.4144E+00	6.6870E+00	2.4620E+00	9.1657E+00	1.9307E+00	3.6289E+00	7.1852E+00	1.0832E+01	6.5181E+00
2.2614E+00	7.8887E+00	1.7231E+00	4.6098E+00	1.2196E+00	8.0756E+00	8.3767E+00	7.5504E+00	7.8847E+00	5.3272E+00	3.8124E+00	6.1558E+00	1.6026E+00	9.6764E+00	2.0487E+00	3.8637E+00	7.3987E+00	1.1394E+01	6.8787E+00
2.4596E+00	8.7672E+00	1.8900E+00	5.0650E+00	1.7924E+00	8.7407E+00	9.0740E+00	8.2747E+00	8.5476E+00	5.8688E+00	4.5512E+00	7.0060E+00	2.7421E+00	1.0535E+01	2.2710E+00	4.3065E+00	8.2014E+00	1.2433E+01	7.5325E+00
3.0111E+00	9.5875E+00	2.3390E+00	5.8468E+00	1.5972E+00	9.8329E+00	1.0204E+01	9.4864E+00	9.6251E+00	6.7669E+00	5.0038E+00	8.2947E+00	3.1807E+00	1.1749E+01	2.6691E+00	5.0368E+00	9.5813E+00	1.4112E+01	8.6352E+00
3.2658E+00	1.2154E+01	2.8195E+00	6.7944E+00	2.4354E+00	1.1109E+01	1.1487E+01	1.0904E+01	1.0849E+01	7.8115E+00	5.9624E+00	1.0514E+01	3.6665E+00	1.2752E+01	3.1732E+00	5.9007E+00	1.0687E+01	1.6042E+01	9.9359E+00
4.1149E+00	1.3519E+01	3.1652E+00	7.9011E+00	3.0925E+00	1.2583E+01	1.2955E+01	1.2504E+01	1.2254E+01	9.0367E+00	7.7543E+00	9.9445E+00	6.4983E+00	1.2810E+01	3.7808E+00	6.9089E+00	1.2478E+01	1.8249E+01	1.1399E+01
2.8836E+00	1.6455E+01	4.6587E+00	9.1921E+00	3.4073E+00	1.4285E+01	1.4632E+01	1.4315E+01	1.3861E+01	1.0461E+01	9.3955E+00	1.0069E+01	4.3234E+00	1.4534E+01	3.5061E+00	8.0762E+00	1.4415E+01	2.0759E+01	1.3117E+01
8.3607E+00	1.9354E+01	5.1310E+00	1.0741E+01	3.4389E+00	1.6244E+01	1.6544E+01	1.5182E+01	1.5696E+01	1.2110E+01	1.0462E+01	2.4124E+01	4.7400E+00	2.1443E+01	4.9056E+00	9.4256E+00	1.6125E+01	2.3618E+01	1.5105E+01
4.2053E+00	1.7460E+01	6.4847E+00	1.2539E+01	2.4701E+00	1.8496E+01	1.8717E+01	1.5964E+01	1.7782E+01	1.4009E+01	9.4282E+00	1.1970E+01	6.9311E+00	2.6001E+01	3.5320E+00	1.0984E+01	1.9432E+01	2.6861E+01	1.7357E+01
9.7707E+00	2.1610E+01	5.2311E+00	1.4614E+01	4.5890E+00	2.1053E+01	2.1161E+01	2.0110E+01	2.0132E+01	1.6183E+01	2.6252E+01	2.8223E+01	1.1022E+01	2.8741E+01	9.3910E+00	1.2762E+01	2.2496E+01	3.0520E+01	1.9896E+01
3.4425E+00	3.2828E+01	4.1622E+00	1.7070E+01	7.0247E+00	2.3975E+01	2.3930E+01	2.5699E+01	2.2794E+01	1.8659E+01	1.5471E+01	3.4394E+01	5.9485E+00	3.5296E+01	5.1502E+00	1.4793E+01	2.4888E+01	3.4661E+01	2.2837E+01
2.4851E+01	2.9960E+01	1.5513E+01	1.3410E+01	1.5896E+01	2.7346E+01	2.7101E+01	2.8306E+01	2.5845E+01	2.1531E+01	2.6081E+01	2.8184E+01	9.5478E+00	3.7921E+01	7.5114E+00	1.7153E+01	2.7359E+01	3.9407E+01	2.6158E+01
1.4640E+01	3.5093E+01	2.2543E+00	1.5910E+01	3.0548E+00	3.1195E+01	3.0706E+01	2.5954E+01	2.9312E+01	2.4798E+01	1.6020E+01	3.6764E+01	2.0824E+01	3.3980E+01	1.0685E+01	1.9849E+01	3.4868E+01	4.4796E+01	2.9970E+01
1.7550E+01	3.6465E+01	2.7725E+01	1.4750E+01	3.5079E+01	3.5517E+01	3.4783E+01	2.7817E+01	3.3238E+01	2.8548E+01	6.0658E+01	4.2977E+01	3.4640E+01	2.0996E+01	1.1770E+01	2.2684E+01	3.7521E+01	5.0899E+01	3.4352E+01
3.3150E+01	3.8021E+01	2.2277E+01	3.8139E+01	4.0704E+00	4.2142E+01	3.9416E+01	5.4516E+01	3.7700E+01	3.2847E+01	2.7170E+01	7.0874E+01	2.4516E+01	5.8563E+01	1.3293E+00	3.9323E+01	3.2560E+01	6.5331E+01	3.9238E+01
2.6279E+01	3.3318E+01	3.4782E+01	2.4554E+01	3.7652E+01	4.8450E+01	4.4623E+01	4.8867E+01	4.2714E+01	3.7675E+01	8.1458E+00	9.1980E+01	1.0773E+02	5.1050E+01	1.2621E+01	4.4782E+01	4.2576E+01	8.0943E+01	4.4824E+01
4.5362E+01	7.9615E+01	7.3699E-02	3.5227E+01	1.3536E-01	5.9159E+01	5.0921E+01	7.2927E+01	4.8780E+01	4.3546E+01	5.8423E+00	1.1156E+02	3.1531E-01	4.0136E+01	8.6642E+01	4.9201E+01	4.4217E+01	9.8537E+01	4.6294E+01
3.7706E+00	5.2828E+01	6.1321E+01	5.5030E+01	2.3308E+00	5.9421E+01	5.7694E+01	5.9379E+01	5.5303E+01	4.9863E+01	3.9795E-02	7.1294E+01	2.1556E+02	4.2559E+01	4.5165E+00	5.5491E+01	4.3648E+01	7.3841E+01	4.5406E+01
9.5715E+01	9.1540E+01	2.6430E+01	8.2862E+01	1.6165E+02	6.4189E+01	6.5395E+01	5.4736E+01	6.2722E+01	5.7089E+01	1.4175E+00	7.5150E+00	9.6311E-01	6.9444E+01	5.8699E-02	7.9503E+01	5.3253E+01	5.8348E+01	6.3528E+01
5.5650E+00	6.6295E+01	7.2787E-02	4.7911E+01	6.7889E-01	9.0218E+01	7.4120E+01	1.2000E+02	7.1122E+01	6.5282E+01	1.4170E-01	3.6748E+01	2.7847E-01	1.1644E+02	2.7206E+00	6.4463E+01	6.9821E+01	9.5306E+01	5.8864E+01
1.8326E-01	1.1465E+02	4.5587E-02	1.0599E+02	2.6352E+02	9.1728E+01	1.1312E+02	6.0126E+01	8.0636E+01	7.4573E+01	1.7503E+02	1.0905E+02	9.8443E+01	1.0093E+02	6.6230E+00	8.5237E+01	1.9627E+01	1.5173E+02	5.0153E+01
1.7662E-01	5.1220E+01	6.8505E-02	8.3133E+01	4.3361E-01	1.2144E+02	2.1469E+02	4.1638E+01	9.1422E+01	8.5103E+01	1.1002E+00	1.9469E+02	2.8597E-01	3.2049E+02	4.7497E+00	1.2876E+02	1.4470E+02	1.7965E+02	7.1760E+01
3.3963E-01	1.1356E+02	1.3910E-01	1.3308E+02	3.2938E-01	1.2651E+02	1.9713E+02	1.6796E+02	1.0365E+02	9.7075E+01	4.1763E-01	2.6179E+02	2.5914E-01	1.7201E+02	1.2107E-01	9.9964E+01	3.8060E+01	1.7340E+02	2.0974E+02
8.5126E-01	1.4866E+02	3.9212E-01	2.1680E+02	8.5606E-01	1.5488E+02	1.3274E+02	8.7034E+01	1.1741E+02	1.1061E+02	3.4043E+01	2.1259E+01	3.7374E-01	2.4364E+02	1.9546E-01	1.4135E+02	1.0112E+02	1.3273E+02	6.2434E+01
3.4991E+00	3.1834E+01	2.1423E+00	9.6513E+00	5.0629E+02	2.0720E+01	1.5580E+02	3.4888E+01	1.3949E+02	1.2564E+02	2.5749E-01	1.6375E+02	6.2848E-01	2.8227E+02	4.1267E-01	2.1491E+02	2.7512E+01	4.6124E+02	3.4346E+02
2.0227E+03	6.8387E+01	1.1236E+03	9.9631E+01	1.0499E+01	2.4438E+02	1.5228E+02	1.6625E+02	1.1506E+02	1.4238E+02	2.4800E-01	9.6112E+00	1.1543E+00	3.0976E+02	1.0370E+00	1.9810E+01	2.4142E+02	7.1592E+01	1.0866E+02
1.1115E+02	2.5142E+01	1.1254E+01	4.0121E+02	1.1042E+00	4.2972E+01	1.3177E+02	3.9701E+01	1.7428E+02	1.6116E+02	4.5657E-01	9.9502E+00	2.2752E+00	4.7236E+02	3.4427E+00	4.3831E+02	1.4664E+02	7.4876E+01	1.3237E+01
8.0155E+00	4.9959E+01	2.3436E+00	5.0413E+00	5.9423E-01	5.0534E+02	2.1020E+02	1.2242E+02	2.0823E+02	1.8221E+02	4.0135E+00	1.1860E+01	4.8396E+00	5.8858E+01	2.4426E+01	2.8788E+01	2.7279E+01	4.2422E+02	2.2103E+02
5.2639E+00	1.7400E+01	1.3992E+00	7.1685E+00	4.8175E-01	1.1593E+01	3.4575E+02	3.7327E+00	2.2922E+02	2.0583E+02	1.4176E+02	1.4717E+01	1.1402E+01	3.4017E+01	4.1565E+03	1.6676E+01	2.1711E+02	1.4813E+02	1.1609E+01
5.1367E+00	2.8630E+01	1.1162E+00	2.2490E+01	4.4777E-01	1.1446E+01	3.6547E+02	3.9192E+01	2.8573E+02	2.3214E+02	2.0612E+00	1.8687E+01	3.1612E+01	2.5260E+01	5.4683E+01	7.1663E+01	3.2712E+02	4.3083E+02	4.8597E+01
5.8743E+00	1.8856E+01	1.0215E+00	2.5005E+03	4.4714E-01	5.4479E+01	2.7061E+02	4.5374E+02	3.0816E+02	2.6148E+02	1.6071E+00	2.4361E+01	1.2167E+02	2.8216E+01	1.5442E+01	1.6627E+03	7.8432E+01	1.0860E+02	9.1811E+02
7.1686E+00	6.2244E+01	1.0082E+00	3.2777E+02	4.6577E-01	2.6424E+03	2.7145E+02	2.8428E+02	7.2135E+02	2.9447E+02	2.0914E+00	3.3123E+01	1.7323E+03	3.1926E+01	9.5197E+00	1.0054E+02	1.7590E+03	1.0764E+02	5.2506E+03
8.9416E+00	8.7669E+01	1.0419E+00	4.6960E+01	4.9791E-01	9.7222E+01	3.4301E+02	2.1530E+01	8.8287E+02	3.3178E+02	3.1546E+00	4.8300E+01	3.0344E+04	3.4097E+01	7.5618E+00	4.8947E+01	1.0984E+02	1.7045E+02	2.3726E+02
1.1162E+01	6.4884E+01	1.1079E+00	3.8970E+01	5.4173E-01	3.0907E+01	6.6922E+02	2.5456E+01	5.1381E+02	3.7571E+02	4.9861E+00	7.9080E+01	7.4874E+02	4.0539E+01	6.8090E+00	4.5163E+01	1.2299E+02	3.2088E+02	6.1059E+01
1.3842E+01	7.7625E+01	1.2008E+00	4.3749E+01	5.9641E-01	2.0362E+01	6.9095E+02	1.4166E+02	4.6282E+02	4.2572E+02	7.9621E+00	1.5666E+02	2.9801E+02	5.8807E+01	6.5978E+00	4.9149E+01	2.1908E+03	6.1523E+02	4.1003E+01
1.6971E+01	1.0614E+02	1.3174E+00	5.3726E+01	6.6157E-01	1.6919E+01	6.1129E+02	1.0652E+03	5.3570E+02	4.8090E+02	1.2607E+01	4.3145E+02	1.9949E+02	1.2421E+02	6.6981E+00	5.6438E+01	5.6584E+02	1.0302E+03	5.1432E+01
3.1654E+01	2.3101E+02	1.9293E+00	1.1830E+02	9.8762E-01	1.6877E+01	1.1795E+03	7.2202E+01	9.6665E+02	2.8880E+01	5.6692E+01	1.9589E+03	1.5353E+02	1.1884E+03	8.5897E+00	9.7711E+01	1.1457E+03	1.4450E+03	3.9085E+01
7.6760E+01	5.1081E+02	4.0238E+00	3.3616E+02	2.0813E+00	2.9194E+01	2.3478E+03	1.3158E+02	2.0819E+03	3.4837E+01	2.8901E+02	8.5989E+02	2.3335E+02	1.0907E+03	1.6682E+01	2.3110E+02	5.2060E+02	1.9322E+03	6.3606E+01
