U234	U235	U236	U237	U238	U239	Np236	Np237	Np238	Np239	Pu238	Pu239	Pu240	Pu241	Pu242	Pu243	Am241	Am242	Am243
1.8363E-01	2.3284E-01	2.0229E-01	1.3467E-01	1.1485E-01	2.0264E-01	2.4452E-01	7.0228E-01	1.9878E-01	3.5329E-01	2.7803E-01	1.5847E-01	1.8130E-01	1.85E-01	1.42E-01	1.62E-01	9.65E-01	1.42E-01	6.37E-01
1.8760E-01	2.4816E-01	2.0622E-01	1.4033E-01	1.1532E-01	2.1929E-01	2.4990E-01	7.2628E-01	2.1110E-01	3.8260E-01	2.8497E-01	1.6496E-01	1.9094E-01	1.92E-01	1.45E-01	1.69E-01	1.01E+00	1.49E-01	6.68E-01
1.9236E-01	2.6283E-01	2.1052E-01	1.4560E-01	1.1769E-01	2.3759E-01	2.5722E-01	7.5065E-01	2.2373E-01	4.0555E-01	2.9255E-01	1.7216E-01	2.0069E-01	1.99E-01	1.48E-01	1.76E-01	1.05E+00	1.56E-01	6.98E-01
1.9608E-01	2.7564E-01	2.1353E-01	1.4889E-01	1.2255E-01	2.5077E-01	2.6340E-01	7.6730E-01	2.3193E-01	4.2166E-01	2.9798E-01	1.7861E-01	2.0746E-01	2.03E-01	1.50E-01	1.80E-01	1.08E+00	1.62E-01	7.19E-01
1.9999E-01	2.8864E-01	2.1651E-01	1.5202E-01	1.2701E-01	2.6464E-01	2.6972E-01	7.8485E-01	2.4103E-01	4.3848E-01	3.0365E-01	1.8372E-01	2.1422E-01	2.10E-01	1.52E-01	1.84E-01	1.11E+00	1.66E-01	7.41E-01
2.0418E-01	3.0101E-01	2.1942E-01	1.5500E-01	1.3094E-01	2.7848E-01	2.7629E-01	8.0325E-01	2.5052E-01	4.5584E-01	3.0937E-01	1.8757E-01	2.2125E-01	2.16E-01	1.54E-01	1.87E-01	1.14E+00	1.70E-01	7.66E-01
2.0853E-01	3.1228E-01	2.2221E-01	1.5864E-01	1.2865E-01	2.9191E-01	2.8137E-01	8.2162E-01	2.5908E-01	4.7238E-01	3.1526E-01	1.9359E-01	2.2819E-01	2.22E-01	1.56E-01	1.91E-01	1.16E+00	1.75E-01	7.92E-01
2.1309E-01	3.2183E-01	2.2495E-01	1.6399E-01	1.2724E-01	3.0631E-01	2.8282E-01	8.4207E-01	2.6540E-01	4.8612E-01	3.2196E-01	1.9973E-01	2.3542E-01	2.28E-01	1.58E-01	1.94E-01	1.19E+00	1.82E-01	8.23E-01
2.1780E-01	3.3088E-01	2.2769E-01	1.6916E-01	1.2786E-01	3.2095E-01	2.8413E-01	8.6393E-01	2.7145E-01	5.0136E-01	3.2886E-01	2.0386E-01	2.4281E-01	2.33E-01	1.60E-01	1.96E-01	1.22E+00	1.88E-01	8.56E-01
2.2279E-01	3.3948E-01	2.3038E-01	1.7407E-01	1.3784E-01	3.3714E-01	2.8562E-01	8.8538E-01	2.7731E-01	5.1924E-01	3.3647E-01	2.0842E-01	2.5030E-01	2.43E-01	1.62E-01	1.99E-01	1.24E+00	1.93E-01	8.93E-01
2.2791E-01	3.4771E-01	2.3298E-01	1.7875E-01	1.4000E-01	3.5285E-01	2.8818E-01	9.0928E-01	2.8377E-01	5.3881E-01	3.4454E-01	2.1242E-01	2.5797E-01	2.51E-01	1.65E-01	2.02E-01	1.27E+00	1.97E-01	9.34E-01
2.3331E-01	3.5646E-01	2.3546E-01	1.8319E-01	1.4077E-01	3.6979E-01	2.9086E-01	9.3484E-01	2.9108E-01	5.5952E-01	3.5288E-01	2.1616E-01	2.6583E-01	2.57E-01	1.68E-01	2.04E-01	1.29E+00	2.01E-01	9.77E-01
2.3890E-01	3.6512E-01	2.3683E-01	1.8742E-01	1.4395E-01	3.8710E-01	2.9364E-01	9.6259E-01	2.9866E-01	5.8104E-01	3.6168E-01	2.2073E-01	2.7381E-01	2.63E-01	1.71E-01	2.06E-01	1.32E+00	2.07E-01	1.02E+00
2.4487E-01	3.7348E-01	2.3755E-01	1.9197E-01	1.4932E-01	4.0457E-01	2.9652E-01	9.9162E-01	3.0667E-01	6.0489E-01	3.7128E-01	2.2604E-01	2.8203E-01	2.70E-01	1.76E-01	2.08E-01	1.35E+00	2.14E-01	1.07E+00
2.5131E-01	3.8189E-01	2.3962E-01	1.9827E-01	1.5442E-01	4.2255E-01	3.0021E-01	1.0227E+00	3.1540E-01	6.3489E-01	3.8143E-01	2.3109E-01	2.9039E-01	2.78E-01	1.80E-01	2.10E-01	1.39E+00	2.22E-01	1.12E+00
2.5799E-01	3.8994E-01	2.4290E-01	2.0445E-01	1.5928E-01	4.4060E-01	3.0433E-01	1.0552E+00	3.2378E-01	6.6677E-01	3.9232E-01	2.3591E-01	2.9898E-01	2.87E-01	1.86E-01	2.12E-01	1.42E+00	2.29E-01	1.17E+00
2.6497E-01	3.9746E-01	2.4736E-01	2.1033E-01	1.6390E-01	4.5815E-01	3.0853E-01	1.0907E+00	3.3243E-01	7.0556E-01	4.0327E-01	2.4071E-01	3.0766E-01	2.95E-01	1.92E-01	2.14E-01	1.45E+00	2.36E-01	1.23E+00
2.7347E-01	4.0391E-01	2.5495E-01	2.1591E-01	1.6830E-01	4.7678E-01	3.1341E-01	1.1255E+00	3.4168E-01	7.4411E-01	4.1475E-01	2.4642E-01	3.1669E-01	3.03E-01	1.99E-01	2.16E-01	1.48E+00	2.43E-01	1.28E+00
2.8891E-01	4.1445E-01	2.7094E-01	2.2504E-01	1.7541E-01	5.0756E-01	3.2215E-01	1.1826E+00	3.5845E-01	8.0535E-01	4.3593E-01	2.5592E-01	3.3277E-01	3.16E-01	2.12E-01	2.19E-01	1.53E+00	2.54E-01	1.38E+00
3.1017E-01	4.4002E-01	3.0020E-01	2.3957E-01	1.8335E-01	5.5213E-01	3.2969E-01	1.2650E+00	3.7755E-01	9.0191E-01	4.6862E-01	2.6718E-01	3.5791E-01	3.33E-01	2.32E-01	2.25E-01	1.61E+00	2.74E-01	1.51E+00
3.2390E-01	4.7173E-01	3.2171E-01	2.5067E-01	1.8954E-01	5.8434E-01	3.3298E-01	1.3241E+00	3.8867E-01	9.7508E-01	4.9431E-01	2.7620E-01	3.7803E-01	3.48E-01	2.48E-01	2.30E-01	1.67E+00	2.93E-01	1.61E+00
3.3183E-01	4.8964E-01	3.3231E-01	2.5602E-01	1.9729E-01	5.9980E-01	3.3461E-01	1.3527E+00	3.9402E-01	1.0133E+00	5.0780E-01	2.8156E-01	3.8787E-01	3.55E-01	2.56E-01	2.33E-01	1.70E+00	3.04E-01	1.65E+00
3.4407E-01	5.4633E-01	3.4832E-01	2.6524E-01	2.1035E-01	6.2666E-01	3.3748E-01	1.4008E+00	4.0279E-01	1.0761E+00	5.3114E-01	2.9149E-01	4.0610E-01	3.66E-01	2.69E-01	2.36E-01	1.74E+00	3.18E-01	1.72E+00
3.5985E-01	5.9531E-01	3.6782E-01	2.7630E-01	2.2925E-01	6.6022E-01	3.4181E-01	1.4635E+00	4.1321E-01	1.1391E+00	5.6109E-01	3.0507E-01	4.2974E-01	3.80E-01	2.87E-01	2.41E-01	1.80E+00	3.35E-01	1.81E+00
3.8467E-01	5.6226E-01	3.9494E-01	2.9313E-01	2.5932E-01	7.2529E-01	3.4595E-01	1.5661E+00	4.2563E-01	1.2172E+00	6.0733E-01	3.2825E-01	4.6784E-01	4.02E-01	3.21E-01	2.58E-01	1.89E+00	3.66E-01	1.94E+00
4.1165E-01	5.5264E-01	4.2305E-01	3.1120E-01	2.9363E-01	8.0722E-01	3.5119E-01	1.6635E+00	4.3905E-01	1.3027E+00	6.5592E-01	3.5488E-01	5.1085E-01	4.22E-01	3.60E-01	2.82E-01	1.98E+00	3.99E-01	2.07E+00
4.3363E-01	6.0943E-01	4.4613E-01	3.2575E-01	3.2797E-01	8.8474E-01	3.5603E-01	1.7339E+00	4.4978E-01	1.3752E+00	6.7541E-01	3.7774E-01	5.4616E-01	4.44E-01	4.19E-01	3.08E-01	2.06E+00	4.25E-01	2.18E+00
4.6367E-01	6.5348E-01	4.7570E-01	3.4552E-01	3.6455E-01	9.7739E-01	3.6215E-01	1.8245E+00	4.6230E-01	1.4708E+00	6.4968E-01	4.0632E-01	5.8984E-01	4.70E-01	5.13E-01	3.55E-01	2.16E+00	5.16E-01	2.30E+00
5.0203E-01	5.9920E-01	5.1336E-01	3.6993E-01	3.9578E-01	1.0915E+00	3.6924E-01	1.9354E+00	4.7764E-01	1.5948E+00	6.8128E-01	4.3904E-01	6.5140E-01	5.01E-01	5.43E-01	4.06E-01	2.28E+00	5.73E-01	2.39E+00
5.3983E-01	6.3819E-01	5.4675E-01	3.9146E-01	4.1876E-01	1.1967E+00	3.7555E-01	2.0172E+00	4.9106E-01	1.7064E+00	7.1375E-01	4.7584E-01	6.9301E-01	5.29E-01	5.77E-01	4.44E-01	2.36E+00	5.94E-01	2.45E+00
5.6796E-01	6.9527E-01	5.7253E-01	4.0646E-01	4.3411E-01	1.3001E+00	3.8046E-01	2.0994E+00	5.0114E-01	1.7799E+00	7.3883E-01	5.1552E-01	7.2457E-01	5.51E-01	6.03E-01	4.72E-01	2.42E+00	6.11E-01	2.50E+00
5.9466E-01	7.0707E-01	5.9589E-01	4.2321E-01	4.4852E-01	1.3897E+00	3.8640E-01	2.1782E+00	5.1144E-01	1.8298E+00	7.6182E-01	5.6458E-01	7.5323E-01	5.71E-01	6.27E-01	5.11E-01	2.49E+00	6.26E-01	2.54E+00
6.0875E-01	6.3300E-01	6.0919E-01	4.3238E-01	4.5610E-01	1.4358E+00	3.8970E-01	2.2198E+00	5.1700E-01	1.8573E+00	7.7486E-01	5.6913E-01	7.6931E-01	5.81E-01	6.40E-01	5.33E-01	2.52E+00	6.35E-01	2.57E+00
6.2169E-01	6.2787E-01	6.2172E-01	4.4072E-01	4.6300E-01	1.4789E+00	3.9271E-01	2.2579E+00	5.2217E-01	1.8832E+00	7.8712E-01	6.0001E-01	7.8440E-01	5.91E-01	6.52E-01	5.52E-01	2.56E+00	6.43E-01	2.59E+00
6.3592E-01	6.7572E-01	6.3292E-01	4.4779E-01	4.6885E-01	1.5154E+00	3.9552E-01	2.2940E+00	5.2656E-01	1.9067E+00	7.9809E-01	5.9990E-01	7.9810E-01	6.01E-01	6.64E-01	5.69E-01	2.59E+00	6.51E-01	2.61E+00
6.4698E-01	7.0663E-01	6.4048E-01	4.5234E-01	4.7384E-01	1.5389E+00	3.9746E-01	2.3195E+00	5.2939E-01	1.9228E+00	8.0550E-01	6.1111E-01	8.0745E-01	6.09E-01	6.72E-01	5.80E-01	2.60E+00	6.56E-01	2.63E+00
6.6813E-01	7.7494E-01	6.5511E-01	4.6105E-01	4.9041E-01	1.5839E+00	4.0124E-01	2.3682E+00	5.3531E-01	1.9541E+00	8.2068E-01	6.6748E-01	8.2559E-01	6.23E-01	6.89E-01	6.01E-01	2.64E+00	6.67E-01	2.66E+00
7.0785E-01	8.3024E-01	6.8580E-01	4.7870E-01	5.1584E-01	1.6971E+00	4.0923E-01	2.4612E+00	5.4751E-01	2.0195E+00	8.5208E-01	6.7554E-01	8.6309E-01	6.49E-01	7.19E-01	6.40E-01	2.71E+00	6.88E-01	2.72E+00
7.8550E-01	8.6660E-01	7.4438E-01	5.4724E-01	5.4945E-01	1.9567E+00	4.2975E-01	2.6877E+00	5.7598E-01	2.1501E+00	9.2151E-01	7.7762E-01	9.3550E-01	7.04E-01	7.80E-01	7.02E-01	2.93E+00	7.34E-01	2.85E+00
8.9398E-01	1.0108E+00	8.2481E-01	6.7045E-01	6.2721E-01	2.2844E+00	4.6049E-01	2.9995E+00	6.1816E-01	2.3406E+00	1.0259E+00	9.3924E-01	1.0392E+00	7.82E-01	8.68E-01	8.27E-01	3.21E+00	8.04E-01	3.05E+00
9.7468E-01	1.0896E+00	8.8224E-01	7.6942E-01	6.5969E-01	2.5022E+00	4.8351E-01	3.2224E+00	6.4978E-01	2.4847E+00	1.1058E+00	1.0636E+00	1.1192E+00	8.42E-01	9.35E-01	9.40E-01	3.37E+00	8.61E-01	3.23E+00
1.0308E+00	1.0709E+00	9.2424E-01	1.1174E+00	6.8563E-01	2.7100E+00	5.0152E-01	3.3968E+00	6.7443E-01	2.5957E+00	1.1690E+00	1.1331E+00	1.1799E+00	8.85E-01	9.81E-01	9.36E-01	3.51E+00	9.06E-01	3.36E+00
1.1265E+00	1.2427E+00	9.9222E-01	1.4141E+00	7.1029E-01	2.9701E+00	5.3737E-01	3.7519E+00	7.2299E-01	2.8047E+00	1.2928E+00	1.3068E+00	1.2823E+00	9.69E-01	1.06E+00	9.04E-01	3.92E+00	9.86E-01	3.62E+00
1.2557E+00	1.3898E+00	1.0828E+00	1.5926E+00	8.6365E-01	3.3122E+00	5.8916E-01	4.2750E+00	7.9308E-01	3.1094E+00	1.4785E+00	1.7043E+00	1.3999E+00	1.11E+00	1.18E+00	9.34E-01	4.36E+00	1.10E+00	4.01E+00
1.4079E+00	1.4248E+00	1.1843E+00	1.8269E+00	8.4332E-01	3.6932E+00	6.5064E-01	4.8532E+00	8.7645E-01	3.4803E+00	1.7103E+00	1.9683E+00	9.9720E-01	1.27E+00	1.32E+00	1.00E+00	4.84E+00	1.24E+00	4.50E+00
1.5549E+00	1.6771E+00	1.2776E+00	2.0534E+00	9.3494E-01	4.0306E+00	7.0814E-01	5.3711E+00	9.5503E-01	3.8414E+00	1.9386E+00	2.1769E+00	1.2272E+00	1.40E+00	1.45E+00	1.08E+00	5.61E+00	1.37E+00	4.94E+00
1.6620E+00	1.9074E+00	1.3437E+00	2.2262E+00	1.0547E+00	4.2692E+00	7.4707E-01	5.7294E+00	1.0083E+00	4.0890E+00	2.0978E+00	2.3765E+00	1.1869E+00	1.49E+00	1.54E+00	1.15E+00	6.05E+00	1.46E+00	5.25E+00
1.7780E+00	1.9034E+00	1.4019E+00	2.3831E+00	1.2995E+00	4.4536E+00	7.7963E-01	6.0457E+00	1.0529E+00	4.2979E+00	2.2343E+00	2.0985E+00	1.0914E+00	1.57E+00	1.62E+00	1.20E+00	6.37E+00	1.53E+00	5.53E+00
1.9041E+00	1.8466E+00	1.4654E+00	2.5512E+00	1.1974E+00	4.6713E+00	8.1450E-01	6.3775E+00	1.1008E+00	4.5258E+00	2.3835E+00	2.6084E+00	1.7270E+00	1.65E+00	1.71E+00	1.27E+00	6.65E+00	1.61E+00	5.83E+00
2.0069E+00	1.8730E+00	1.5175E+00	2.6911E+00	1.0919E+00	4.8311E+00	8.4289E-01	6.6475E+00	1.1399E+00	4.7156E+00	2.5066E+00	2.9007E+00	1.5519E+00	1.71E+00	1.79E+00	1.32E+00	6.85E+00	1.68E+00	6.06E+00
2.0707E+00	1.8197E+00	1.5528E+00	2.7785E+00	1.6789E+00	4.9312E+00	8.6215E-01	6.8159E+00	1.1664E+00	4.8449E+00	2.5922E+00	2.8170E+00	1.7117E+00	1.75E+00	1.83E+00	1.36E+00	6.97E+00	1.72E+00	6.21E+00
2.1552E+00	1.8154E+00	1.6112E+00	2.9377E+00	1.6181E+00	5.1170E+00	8.9212E-01	7.1161E+00	1.2077E+00	5.0447E+00	2.7258E+00	3.2613E+00	2.4453E+00	1.85E+00	1.92E+00	1.41E+00	7.14E+00	1.79E+00	6.48E+00
2.2570E+00	2.4291E+00	1.6953E+00	3.1512E+00	1.2195E+00	5.3622E+00	9.3315E-01	7.5161E+00	1.2643E+00	5.3271E+00	2.9151E+00	3.7231E+00	1.5530E+00	2.00E+00	2.04E+00	1.50E+00	7.36E+00	1.88E+00	6.84E+00
2.4535E+00	2.4678E+00	1.8592E+00	3.5485E+00	1.7924E+00	5.8134E+00	1.0111E+00	8.2361E+00	1.3719E+00	5.8688E+00	3.2795E+00	3.5682E+00	2.3810E+00	2.26E+00	2.26E+00	1.66E+00	8.15E+00	2.06E+00	7.49E+00
3.0025E+00	2.6420E+00	2.3019E+00	4.2407E+00	1.5972E+00	6.5543E+00	1.1373E+00	9.4406E+00	1.5466E+00	6.7668E+00	3.8925E+00	3.6204E+00	2.9477E+00	2.60E+00	2.66E+00	1.93E+00	9.51E+00	2.35E+00	8.59E+00
3.2465E+00	3.9527E+00	2.7741E+00	5.0882E+00	2.4339E+00	7.4196E+00	1.2805E+00	1.0854E+01	1.7453E+00	7.8114E+00	4.6283E+00	4.1480E+00	3.6179E+00	2.78E+00	3.16E+00	2.25E+00	1.06E+01	2.68E+00	9.88E+00
4.0883E+00	4.4486E+00	3.1130E+00	6.0916E+00	3.0924E+00	8.4196E+00	1.4445E+00	1.2454E+01	1.9730E+00	9.0365E+00	5.5026E+00	4.3161E+00	5.7592E+00	2.80E+00	3.64E+00	2.63E+00	1.24E+01	3.06E+00	1.13E+01
2.7242E+00	4.6848E+00	4.5783E+00	7.2811E+00	3.4026E+00	9.5735E+00	1.6317E+00	1.4267E+01	2.2334E+00	1.0461E+01	6.5428E+00	5.9754E+00	4.2806E+00	3.17E+00	3.48E+00	3.08E+00	1.43E+01	3.49E+00	1.30E+01
7.7568E+00	4.8333E+00	5.0374E+00	8.7121E+00	3.4389E+00	1.0903E+01	1.8452E+00	1.5139E+01	2.5305E+00	1.2110E+01	8.9644E+00	8.8034E+00	4.7203E+00	4.75E+00	4.88E+00	3.60E+00	1.60E+01	3.99E+00	1.50E+01
4.1539E+00	4.8341E+00	6.3603E+00	1.0395E+01	2.4701E+00	1.2430E+01	2.0876E+00	1.5898E+01	2.8680E+00	1.4009E+01	6.7873E+00	4.3543E+00	6.8883E+00	5.80E+00	3.53E+00	4.20E+00	1.93E+01	4.55E+00	1.73E+01
9.7235E+00	6.4490E+00	5.1097E+00	1.2345E+01	4.5890E+00	1.4166E+01	2.3604E+00	2.0056E+01	3.2484E+00	1.6183E+01	1.2688E+01	1.5601E+01	1.0955E+01	5.67E+00	9.35E+00	4.90E+00	2.24E+01	5.19E+00	1.98E+01
3.4214E+00	9.3985E+00	4.0872E+00	1.4672E+01	7.0247E+00	1.6149E+01	2.6694E+00	2.5592E+01	3.6793E+00	1.8658E+01	1.0430E+01	1.7276E+01	5.9340E+00	7.80E+00	5.13E+00	5.69E+00	2.47E+01	5.91E+00	2.27E+01
2.4786E+01	1.0469E+01	1.5206E+01	1.1444E+01	1.5896E+01	1.8438E+01	3.0233E+00	2.8131E+01	4.1730E+00	2.1530E+01	1.8653E+01	8.9270E+00	9.5269E+00	6.38E+00	7.50E+00	6.61E+00	2.72E+01	6.74E+00	2.60E+01
1.4626E+01	1.3865E+01	2.2147E+00	1.4569E+01	3.0548E+00	2.1052E+01	3.4255E+00	2.5949E+01	4.7338E+00	2.4797E+01	1.2756E+01	1.8925E+01	2.0733E+01	6.99E+00	1.07E+01	7.67E+00	3.47E+01	7.68E+00	2.98E+01
1.7380E+01	1.3561E+01	2.7501E+01	1.4220E+01	3.5079E+01	2.3908E+01	3.8804E+00	2.7688E+01	5.3690E+00	2.8548E+01	5.3051E+01	2.1795E+01	3.4619E+01	4.74E+00	1.18E+01	8.79E+00	3.73E+01	8.75E+00	3.42E+01
3.3107E+01	1.4756E+01	2.1908E+01	3.4853E+01	4.0704E+00	2.5727E+01	4.3974E+00	5.4510E+01	6.0910E+00	3.2847E+01	2.4599E+01	2.7228E+01	2.4497E+01	1.32E+01	1.33E+00	1.29E+01	3.23E+01	1.09E+01	3.90E+01
2.6275E+01	9.6557E+00	3.4307E+01	1.8747E+01	3.7652E+01	2.9577E+01	4.9784E+00	4.8862E+01	6.9022E+00	3.7674E+01	6.6872E+00	2.7686E+01	1.0754E+02	1.43E+01	1.26E+01	1.47E+01	4.22E+01	1.03E+01	4.46E+01
4.5361E+01	2.4616E+01	7.1889E-02	3.4499E+01	1.3536E-01	3.6114E+01	5.6811E+00	7.2871E+01	7.8835E+00	4.3545E+01	5.7163E+00	5.0629E+01	3.1518E-01	5.29E+00	8.66E+01	1.61E+01	4.39E+01	1.80E+01	4.60E+01
3.7620E+00	1.9751E+01	5.9358E+01	4.3766E+01	2.3308E+00	3.6274E+01	6.4369E+00	5.8538E+01	8.9387E+00	4.9863E+01	2.6319E-02	5.3999E+01	2.1550E+02	8.41E+00	4.52E+00	1.82E+01	4.33E+01	2.69E+01	4.53E+01
9.5684E+01	3.7048E+01	2.6195E+01	7.4359E+01	1.6165E+02	3.9185E+01	7.2961E+00	5.4468E+01	1.0139E+01	5.7088E+01	1.2275E+00	3.5673E+00	9.6275E-01	9.42E+00	5.87E-02	2.61E+01	5.28E+01	5.25E+00	6.34E+01
5.5640E+00	2.2025E+01	7.1827E-02	4.2997E+01	6.7889E-01	5.5075E+01	8.2695E+00	1.1993E+02	1.1498E+01	6.5282E+01	1.2490E-01	1.8146E+01	2.7769E-01	1.94E+01	2.72E+00	2.11E+01	6.94E+01	1.07E+01	5.87E+01
1.8314E-01	4.6983E+01	4.4942E-02	9.5117E+01	2.6351E+02	5.5996E+01	6.1843E+00	6.0121E+01	1.3037E+01	7.4572E+01	1.7084E+02	4.9684E+01	9.7707E+01	6.36E+01	6.62E+00	2.80E+01	1.95E+01	2.28E+01	5.01E+01
1.7649E-01	1.7319E+01	6.7650E-02	7.4611E+01	4.3361E-01	7.4135E+01	1.2137E+01	4.1635E+01	1.4781E+01	8.5102E+01	1.0572E+00	8.3143E+01	2.8446E-01	7.79E+01	4.75E+00	4.22E+01	1.44E+02	2.36E+01	7.15E+01
3.3938E-01	6.5905E+01	1.3748E-01	1.1944E+02	3.2938E-01	7.7231E+01	1.8075E+01	1.6796E+02	1.6759E+01	9.7073E+01	3.7366E-01	8.6761E+01	2.5838E-01	8.02E+01	1.21E-01	3.28E+01	3.79E+01	2.41E+01	2.09E+02
8.5069E-01	4.1828E+01	3.8760E-01	1.9459E+02	8.5606E-01	9.4548E+01	3.5139E+00	8.7022E+01	1.8984E+01	1.1061E+02	3.0550E+01	6.3985E+00	3.7304E-01	4.57E+01	1.95E-01	4.64E+01	1.00E+02	6.63E+00	6.23E+01
3.4970E+00	1.8197E+01	2.1174E+00	8.7108E+00	5.0629E+02	1.2649E+01	8.5626E+00	3.4878E+01	2.3152E+01	1.2563E+02	2.2176E-01	7.3187E+01	6.2768E-01	3.72E+01	4.12E-01	7.05E+01	2.74E+01	1.33E+02	3.43E+02
2.0215E+03	4.0069E+01	1.1105E+03	9.1796E+01	1.0499E+01	1.4919E+02	1.2218E+01	1.6621E+02	3.5515E+01	1.4238E+02	2.1530E-01	1.2320E+00	1.1532E+00	1.98E+01	1.04E+00	6.50E+00	2.38E+02	9.82E+00	1.08E+02
1.1108E+02	2.0064E+01	1.1123E+01	3.6962E+02	1.1042E+00	2.6234E+01	4.5434E+00	3.9695E+01	7.0906E+01	1.6116E+02	4.1843E-01	9.3350E-01	2.2736E+00	1.91E+02	3.44E+00	1.44E+02	1.46E+02	1.41E+01	1.32E+01
8.0105E+00	1.7228E+01	2.3167E+00	4.8216E+00	5.9422E-01	3.0849E+02	1.3587E+01	1.2240E+02	4.0242E+01	1.8221E+02	3.9222E+00	1.0124E+00	4.8370E+00	7.78E+00	2.44E+01	9.44E+00	2.71E+01	9.53E+01	2.21E+02
5.2606E+00	3.7871E+00	1.3835E+00	7.0326E+00	4.8175E-01	7.0843E+00	2.9529E+01	3.7321E+00	4.4035E+01	2.0582E+02	1.3978E+02	1.2620E+00	1.1397E+01	3.46E+00	4.16E+03	5.46E+00	2.16E+02	2.13E+01	1.16E+01
5.1334E+00	1.3836E+01	1.1041E+00	2.2334E+01	4.4776E-01	7.0117E+00	2.5424E+01	3.9188E+01	8.8215E+01	2.3213E+02	1.9794E+00	1.7284E+00	3.1600E+01	3.20E+00	5.47E+01	2.35E+01	3.26E+02	8.94E+01	4.85E+01
5.8704E+00	4.2197E+00	1.0107E+00	2.4932E+03	4.4714E-01	3.3446E+01	1.0804E+01	4.5372E+02	3.8442E+01	2.6148E+02	1.5162E+00	2.5908E+00	1.2163E+02	3.73E+00	1.54E+01	5.45E+02	7.80E+01	1.48E+01	9.17E+02
7.1638E+00	1.8222E+01	9.9784E-01	3.2675E+02	4.6577E-01	1.6229E+03	7.5581E+00	2.8424E+02	8.3648E+01	2.9447E+02	1.9705E+00	4.2987E+00	1.7318E+03	3.87E+00	9.52E+00	3.30E+01	1.75E+03	1.22E+01	5.25E+03
8.9356E+00	1.5123E+01	1.0314E+00	4.6740E+01	4.9790E-01	5.9700E+01	1.4799E+01	2.1528E+01	1.0089E+02	3.3178E+02	2.9826E+00	8.0130E+00	3.0336E+04	5.32E+00	7.56E+00	1.60E+01	1.09E+02	1.74E+01	2.37E+02
1.1155E+01	8.1201E+00	1.0970E+00	3.8768E+01	5.4173E-01	1.8970E+01	8.1326E+01	2.5454E+01	5.6654E+01	3.7571E+02	4.7322E+00	1.7159E+01	7.4855E+02	8.81E+00	6.81E+00	1.48E+01	1.23E+02	3.08E+01	6.10E+01
1.3833E+01	9.6515E+00	1.1891E+00	4.3527E+01	5.9640E-01	1.2493E+01	7.1103E+01	1.4166E+02	4.8271E+01	4.2572E+02	7.5795E+00	4.3974E+01	2.9794E+02	1.78E+01	6.60E+00	1.61E+01	2.19E+03	5.74E+01	4.10E+01
1.6960E+01	1.4231E+01	1.3048E+00	5.3466E+01	6.6157E-01	1.0377E+01	3.2068E+01	1.0652E+03	5.3913E+01	4.8090E+02	1.2027E+01	1.4934E+02	1.9944E+02	4.61E+01	6.70E+00	1.85E+01	5.64E+02	9.49E+01	5.14E+01
3.1633E+01	3.9050E+01	1.9114E+00	1.1781E+02	9.8761E-01	1.0347E+01	6.2506E+01	7.2197E+01	1.1385E+02	2.8869E+01	5.4285E+01	7.7649E+02	1.5350E+02	3.49E+02	8.58E+00	3.19E+01	1.14E+03	1.34E+02	3.91E+01
7.6709E+01	7.3755E+01	3.9872E+00	3.3489E+02	2.0813E+00	1.7893E+01	1.0425E+02	1.3157E+02	3.4649E+02	3.4815E+01	2.7705E+02	2.4586E+02	2.3331E+02	2.75E+02	1.67E+01	7.56E+01	5.18E+02	1.82E+02	6.35E+01
